model,threshold,sensitivity,specificity,precision,youden_j,predicted_positive_rate
Random Forest,0.7100000000000001,0.004526593738211996,0.9998778625954199,0.8571428571428571,0.004404456333631845,0.0007358351729212656
Random Forest,0.72,0.003206337231233497,0.9999083969465649,0.85,0.003114734177798395,0.0005255965520866183
Random Forest,0.73,0.001886080724254998,0.9999694656488549,0.9090909090909091,0.0018555463731098065,0.00028907810364764007
Random Forest,0.74,0.0003772161448509996,0.9999694656488549,0.6666666666666666,0.00034668179370589414,7.883948281299275e-05
Random Forest,0.75,0.0001886080724254998,0.9999694656488549,0.5,0.0001580737212805161,5.255965520866183e-05
Random Forest,0.76,0.0,1.0,,0.0,0.0
Random Forest,0.77,0.0,1.0,,0.0,0.0
Random Forest,0.78,0.0,1.0,,0.0,0.0
Random Forest,0.79,0.0,1.0,,0.0,0.0
Random Forest,0.8,0.0,1.0,,0.0,0.0
Random Forest,0.81,0.0,1.0,,0.0,0.0
Random Forest,0.8200000000000001,0.0,1.0,,0.0,0.0
Random Forest,0.8300000000000001,0.0,1.0,,0.0,0.0
Random Forest,0.8400000000000001,0.0,1.0,,0.0,0.0
Random Forest,0.85,0.0,1.0,,0.0,0.0
Random Forest,0.86,0.0,1.0,,0.0,0.0
Random Forest,0.87,0.0,1.0,,0.0,0.0
Random Forest,0.88,0.0,1.0,,0.0,0.0
Random Forest,0.89,0.0,1.0,,0.0,0.0
Random Forest,0.9,0.0,1.0,,0.0,0.0
Random Forest,0.91,0.0,1.0,,0.0,0.0
Random Forest,0.92,0.0,1.0,,0.0,0.0
Random Forest,0.93,0.0,1.0,,0.0,0.0
Random Forest,0.9400000000000001,0.0,1.0,,0.0,0.0
Random Forest,0.9500000000000001,0.0,1.0,,0.0,0.0
Random Forest,0.9600000000000001,0.0,1.0,,0.0,0.0
Random Forest,0.97,0.0,1.0,,0.0,0.0
Random Forest,0.98,0.0,1.0,,0.0,0.0
Random Forest,0.99,0.0,1.0,,0.0,0.0
XGBoost,0.01,0.9956620143342135,0.17346564885496182,0.1631940150859404,0.16912766318917538,0.8500998633448965
XGBoost,0.02,0.9828366654092795,0.28940458015267173,0.18295123406944494,0.2722412455619512,0.7485283296541575
XGBoost,0.03,0.9711429649188985,0.36170992366412213,0.19763558899167083,0.33285288858302065,0.6846683485756333
XGBoost,0.04,0.9571859675594115,0.4182290076335878,0.21033653846153846,0.3754149751929994,0.6340796804372963
XGBoost,0.05,0.944172010562052,0.46476335877862596,0.22214333259374305,0.4089353693406781,0.5922159150635972
XGBoost,0.060000000000000005,0.930215013202565,0.5055267175572519,0.2334564044305595,0.4357417307598168,0.5551876379690949
XGBoost,0.06999999999999999,0.9164466239155036,0.5398167938931298,0.24380331159056698,0.45626341780863333,0.5237569641543152
XGBoost,0.08,0.8987174651075066,0.5713282442748091,0.2534035311635822,0.4700457093823158,0.49416587827183855
XGBoost,0.09,0.8849490758204451,0.5992366412213741,0.26334399730594377,0.48418571704181934,0.4682276884263639
XGBoost,0.09999999999999999,0.8685401735194266,0.6218015267175573,0.2710258372079336,0.49034170023698387,0.4465205508251866
XGBoost,0.11,0.8515654470011317,0.644030534351145,0.279168985345947,0.49559598135227656,0.4250236518448439
XGBoost,0.12,0.8317615993964542,0.6650687022900763,0.2867546654528903,0.49683030168653053,0.40415746872700514
XGBoost,0.13,0.8168615616748397,0.6849770992366412,0.2956717640633534,0.5018386609114809,0.3849469147482393
XGBoost,0.14,0.8002640513013957,0.7037862595419847,0.3042885829030407,0.5040503108433803,0.36644591611479027
XGBoost,0.15000000000000002,0.7840437570728027,0.7218015267175573,0.3133102200783841,0.50584528379036,0.34868075265426257
XGBoost,0.16,0.7648057336854017,0.739175572519084,0.32190204016829405,0.5039813062044858,0.33104698833175655
XGBoost,0.17,0.7470765748774048,0.7553893129770992,0.3308553291012362,0.5024658878545041,0.31462209607904973
XGBoost,0.18000000000000002,0.7274613353451528,0.7697099236641222,0.33836301429949994,0.49717125900927495,0.2995637548617681
XGBoost,0.19,0.7067144473783478,0.7833282442748092,0.34556856958406346,0.49004269165315684,0.2849521707137601
XGBoost,0.2,0.6857789513391173,0.796793893129771,0.3533184335827422,0.4825728444688884,0.27044570587616945
XGBoost,0.21000000000000002,0.6686156167483969,0.8092213740458015,0.3619932604921883,0.4778369907941984,0.2573583517292127
XGBoost,0.22,0.6506978498679743,0.8214045801526717,0.37100763522959457,0.472102430020646,0.2443761168926732
XGBoost,0.23,0.6339117314221049,0.8316335877862595,0.3787042253521127,0.4655453192083643,0.2332334699884369
XGBoost,0.24000000000000002,0.6105243304413429,0.8421679389312977,0.3850820842255532,0.4526922693726405,0.22090823084200567
XGBoost,0.25,0.5854394568087514,0.8526412213740459,0.3914249684741488,0.4380806781827973,0.20839903290234416
XGBoost,0.26,0.5665786495662014,0.8619541984732825,0.39920265780730896,0.4285328480394839,0.19775570272259013
XGBoost,0.27,0.5494153149754809,0.8711145038167939,0.40832632464255675,0.4205298187922748,0.18748029012929676
XGBoost,0.28,0.5281026027913994,0.8796641221374045,0.4153686396677051,0.40776672492880395,0.1771523178807947
XGBoost,0.29000000000000004,0.5081101471142965,0.8881221374045801,0.423718150361749,0.3962322845188766,0.16708714390833596
XGBoost,0.3,0.4854771784232365,0.8960610687022901,0.4305787888926062,0.38153824712552664,0.1571008094186902
XGBoost,0.31,0.4673708034703885,0.9034503816793893,0.43936170212765957,0.3708211851497778,0.14821822768842635
XGBoost,0.32,0.44662391550358355,0.9100458015267175,0.445615355664283,0.35666971703030104,0.13965100388941448
XGBoost,0.33,0.42625424368162956,0.9171297709923664,0.45436268596702856,0.34338401467399593,0.130715862503942
XGBoost,0.34,0.4081478687287816,0.9226564885496183,0.4607196082605919,0.33080435727839985,0.12343635025754231
XGBoost,0.35000000000000003,0.3889098453413806,0.928,0.4665158371040724,0.3169098453413808,0.11615683801114264
XGBoost,0.36000000000000004,0.36948321388155414,0.9334961832061068,0.47353154459753444,0.3029793970876611,0.108719646799117
XGBoost,0.37,0.35231987929083364,0.9389618320610688,0.4830618050168089,0.2912817113519024,0.10162409334594764
XGBoost,0.38,0.3332704639758582,0.9434198473282442,0.488121546961326,0.2766903113041024,0.09513297592767792
XGBoost,0.39,0.3181818181818182,0.9479389312977099,0.49734669811320753,0.26612074947952813,0.08914117523389047
XGBoost,0.4,0.2981893625047152,0.9518473282442748,0.500633312222926,0.25003669074898993,0.08299169557447703
XGBoost,0.41000000000000003,0.27989437947944174,0.9556030534351145,0.5051055139550715,0.23549743291455627,0.07721013350152423
XGBoost,0.42000000000000004,0.26537155790267825,0.9596335877862595,0.5155734701355807,0.2250051456889377,0.07171764953221907
XGBoost,0.43,0.24651075066012826,0.9632977099236641,0.5209246711837385,0.20980846058379243,0.06593608745926627
XGBoost,0.44,0.22897019992455678,0.9669618320610687,0.5287456445993032,0.19593203198562548,0.06033848417954378
XGBoost,0.45,0.21407016220294228,0.9702595419847329,0.5381697486960645,0.18432970418767525,0.0554241564175339
XGBoost,0.46,0.1984156921916258,0.9732519083969465,0.5456431535269709,0.17166760058857244,0.05066750762115001
XGBoost,0.47000000000000003,0.18464730290456433,0.9758473282442748,0.5531073446327683,0.1604946311488391,0.04651529485966572
XGBoost,0.48000000000000004,0.17125612976235383,0.978442748091603,0.5625774473358116,0.14969887785395697,0.0424156417533901
XGBoost,0.49,0.15861938890984534,0.9810076335877863,0.5748462064251538,0.1396270224976317,0.03844738778513613
XGBoost,0.5,0.14862316107129386,0.9829618320610687,0.5854383358098069,0.1315849931323625,0.03537264795542941
XGBoost,0.51,0.13749528479818937,0.984824427480916,0.5946166394779772,0.12231971227910532,0.0322190686429097
XGBoost,0.52,0.12712184081478686,0.9862900763358778,0.6001780943900267,0.11341191715066468,0.029512246399663617
XGBoost,0.53,0.11618257261410789,0.988,0.6105054509415263,0.1041825726141079,0.026516346052769892
XGBoost,0.54,0.1069407770652584,0.9893129770992366,0.6183206106870229,0.096253754164495,0.02409860191317145
XGBoost,0.55,0.0999622783855149,0.9906870229007634,0.6347305389221557,0.09064930128627835,0.021943656049616313
XGBoost,0.56,0.09166352319879291,0.9918167938931298,0.6445623342175066,0.08348031709192272,0.01981499001366551
XGBoost,0.5700000000000001,0.08336476801207092,0.9926412213740458,0.6471449487554904,0.07600598938611669,0.017949122253758016
XGBoost,0.5800000000000001,0.07751791776688043,0.9935572519083969,0.6607717041800643,0.07107516967527738,0.01634605276989383
XGBoost,0.59,0.07204828366654092,0.994412213740458,0.6761061946902654,0.06646049740699889,0.014848102596446967
XGBoost,0.6,0.06506978498679744,0.9952671755725191,0.69,0.06033696055931648,0.013139913802165459
XGBoost,0.61,0.05695963787250094,0.9959389312977099,0.6942528735632184,0.05289856917021085,0.011431725007883949
XGBoost,0.62,0.04903809883062995,0.9966412213740458,0.7027027027027027,0.04567932020467569,0.00972353621360244
XGBoost,0.63,0.04337985665786496,0.9972824427480916,0.7210031347962382,0.04066229940595667,0.008383265005781562
XGBoost,0.64,0.03677857412297246,0.9978320610687023,0.7330827067669173,0.03461063519167462,0.006990434142752024
XGBoost,0.65,0.03074311580535647,0.9981679389312977,0.7309417040358744,0.02891105473665423,0.005860401555765794
XGBoost,0.66,0.025084873632591476,0.9987175572519084,0.76,0.023802430884499737,0.00459896983075791
XGBoost,0.67,0.02131271218408148,0.9989923664122138,0.773972602739726,0.020305078596295267,0.0038368548302323137
XGBoost,0.68,0.018294983025273482,0.9992671755725191,0.8016528925619835,0.017562158597792532,0.003179859140124041
XGBoost,0.6900000000000001,0.014522821576763486,0.9994198473282443,0.8020833333333334,0.013942668905007727,0.002522863450015768
XGBoost,0.7000000000000001,0.011505092417955488,0.9996641221374046,0.8472222222222222,0.01116921455536013,0.001892147587511826
XGBoost,0.7100000000000001,0.008487363259147491,0.9997251908396947,0.8333333333333334,0.00821255409884225,0.0014191106906338694
XGBoost,0.72,0.006224066390041493,0.9998167938931297,0.8461538461538461,0.00604086028317119,0.0010249132765689057
XGBoost,0.73,0.004337985665786495,0.9999389312977099,0.92,0.004276916963496413,0.0006569956901082729
XGBoost,0.74,0.002829121086382497,0.9999389312977099,0.8823529411764706,0.002768052384092501,0.00044675706927362556
XGBoost,0.75,0.002263296869105998,0.9999694656488549,0.9230769230769231,0.0022327625179610067,0.0003416377588563019
XGBoost,0.76,0.0013202565069784986,0.9999694656488549,0.875,0.0012897221558334504,0.00021023862083464732
XGBoost,0.77,0.0007544322897019992,1.0,1.0,0.0007544322897019562,0.00010511931041732366
XGBoost,0.78,0.0,1.0,,0.0,0.0
XGBoost,0.79,0.0,1.0,,0.0,0.0
XGBoost,0.8,0.0,1.0,,0.0,0.0
XGBoost,0.81,0.0,1.0,,0.0,0.0
XGBoost,0.8200000000000001,0.0,1.0,,0.0,0.0
XGBoost,0.8300000000000001,0.0,1.0,,0.0,0.0
XGBoost,0.8400000000000001,0.0,1.0,,0.0,0.0
XGBoost,0.85,0.0,1.0,,0.0,0.0
XGBoost,0.86,0.0,1.0,,0.0,0.0
XGBoost,0.87,0.0,1.0,,0.0,0.0
XGBoost,0.88,0.0,1.0,,0.0,0.0
XGBoost,0.89,0.0,1.0,,0.0,0.0
XGBoost,0.9,0.0,1.0,,0.0,0.0
XGBoost,0.91,0.0,1.0,,0.0,0.0
XGBoost,0.92,0.0,1.0,,0.0,0.0
XGBoost,0.93,0.0,1.0,,0.0,0.0
XGBoost,0.9400000000000001,0.0,1.0,,0.0,0.0
XGBoost,0.9500000000000001,0.0,1.0,,0.0,0.0
XGBoost,0.9600000000000001,0.0,1.0,,0.0,0.0
XGBoost,0.97,0.0,1.0,,0.0,0.0
XGBoost,0.98,0.0,1.0,,0.0,0.0
XGBoost,0.99,0.0,1.0,,0.0,0.0
1D CNN,0.01,1.0,0.0,0.1393356459581625,0.0,1.0
1D CNN,0.02,1.0,3.0534351145038166e-05,0.13933930777114925,3.053435114508396e-05,0.9999737201723957
1D CNN,0.03,0.999622783855149,0.001068702290076336,0.13941865053268446,0.0006914861452254062,0.9990276463786397
1D CNN,0.04,0.9990569596378726,0.010381679389312977,0.14047789535099584,0.009438639027185447,0.9909334594765058
1D CNN,0.05,0.992832893247831,0.048244274809160305,0.1444804303672394,0.04107716805699124,0.9574792389361926
1D CNN,0.060000000000000005,0.9775556393813655,0.12088549618320611,0.1525578383469712,0.09844113556457157,0.8928308630295385
1D CNN,0.06999999999999999,0.9488872123726896,0.21636641221374045,0.1639029157843297,0.16525362458643,0.8066593083149375
1D CNN,0.08,0.9055073557148245,0.3266259541984733,0.17878155954420197,0.23213330991329784,0.7057184904867024
1D CNN,0.09,0.8555262165220672,0.42366412213740456,0.19375507240186238,0.27919033865947185,0.615237044044991
1D CNN,0.09999999999999999,0.8002640513013957,0.5069007633587786,0.20807179285994507,0.3071648146601742,0.535898244507516
1D CNN,0.11,0.7516031686156167,0.5763358778625954,0.2231243001119821,0.32793904647821215,0.46935772101335016
1D CNN,0.12,0.6999245567710298,0.6317862595419848,0.23532022828154725,0.3317108163130147,0.41443288132029854
1D CNN,0.13,0.6469256884194644,0.6811603053435115,0.24726066897347174,0.32808599376297587,0.36455376852727844
1D CNN,0.14,0.6005281026027914,0.7204580152671756,0.25804360158845935,0.3209861178699671,0.32426679280983917
1D CNN,0.15000000000000002,0.554319124858544,0.7517557251908397,0.26551630680278254,0.3060748500493835,0.2908914117523389
1D CNN,0.16,0.516597510373444,0.7796335877862596,0.2751104861390117,0.2962310981597036,0.2616419636287186
1D CNN,0.17,0.477744247453791,0.8049160305343511,0.283904954046178,0.2826602779881422,0.23446862188584042
1D CNN,0.18000000000000002,0.44473783477932854,0.8245190839694656,0.29093152375077114,0.2692569187487941,0.21299800273310207
1D CNN,0.19,0.4155035835533761,0.842381679389313,0.2991174473862865,0.2578852629426891,0.1935509303058972
1D CNN,0.2,0.3904187099207846,0.8580763358778626,0.3081274188746651,0.24849504579864723,0.1765478818458951
1D CNN,0.21000000000000002,0.36439079592606566,0.8721221374045801,0.3156862745098039,0.2365129333306457,0.1608325449385052
1D CNN,0.22,0.34477555639381363,0.8830839694656488,0.3231394732190207,0.22785952585946245,0.14866498475769999
1D CNN,0.23,0.3217653715579027,0.8945954198473283,0.33074835207444747,0.216360791405231,0.13555135078313887
1D CNN,0.24000000000000002,0.3017729158807997,0.9034503816793893,0.33599328013439733,0.2052232975601891,0.12514453905182382
1D CNN,0.25,0.28083741984156924,0.9122442748091603,0.3412789365115746,0.19308169465072944,0.11465888783769579
1D CNN,0.26,0.2640513013956997,0.9193893129770992,0.3465346534653465,0.1834406143727989,0.1061705035214969
1D CNN,0.27,0.24764239909468125,0.9261984732824428,0.3520107238605898,0.1738408723771241,0.09802375696415432
1D CNN,0.28,0.23274236137306678,0.9331908396946564,0.36060783167738164,0.16593320106772325,0.08992957006202039
1D CNN,0.29000000000000004,0.21557902678234628,0.9392366412213741,0.3648260453239706,0.15481566800372026,0.08233469988436876
1D CNN,0.3,0.1989815164089023,0.9448549618320611,0.36875218455085634,0.14383647824096335,0.07518658677599074
1D CNN,0.31,0.18483591097698981,0.9491603053435115,0.3705103969754253,0.1339962163205013,0.06951014401345527
1D CNN,0.32,0.17219917012448133,0.9532213740458015,0.37341513292433537,0.12542054417028292,0.06425417849258909
1D CNN,0.33,0.16163711806865333,0.9579236641221374,0.38344519015659956,0.1195607821907907,0.0587354146956796
1D CNN,0.34,0.15050924179554884,0.9614351145038168,0.38719068413391555,0.11194435629936561,0.05416272469252602
1D CNN,0.35000000000000003,0.14107883817427386,0.9645801526717557,0.3920335429769392,0.10565899084602948,0.050141911069063384
1D CNN,0.36000000000000004,0.12938513768389287,0.9669923664122138,0.388228636106395,0.09637750409610657,0.04643645537685273
1D CNN,0.37,0.12334967936627687,0.9694961832061069,0.3956442831215971,0.09284586257238381,0.043440555029959006
1D CNN,0.38,0.11618257261410789,0.9720305343511451,0.402088772845953,0.08821310696525297,0.04026069588983496
1D CNN,0.39,0.10976989815164089,0.9741068702290077,0.406993006993007,0.0838767683806485,0.03758015347419321
1D CNN,0.4,0.0999622783855149,0.9765801526717557,0.40863531225905936,0.07654243105727065,0.0340849364028172
1D CNN,0.41000000000000003,0.0937382119954734,0.9786259541984733,0.4152046783625731,0.0723641661939467,0.03145695364238411
1D CNN,0.42000000000000004,0.08845718596755942,0.9804274809160305,0.42252252252252254,0.06888466688358985,0.029170608640807318
1D CNN,0.43,0.08393059222934741,0.9822290076335878,0.433300876338851,0.06615959986293518,0.02698938294964785
1D CNN,0.44,0.07770652583930593,0.9837557251908396,0.4364406779661017,0.06146225103014569,0.024808157258488384
1D CNN,0.45,0.07336854017351943,0.9852824427480916,0.44661308840413316,0.05865098292161108,0.022889729843372227
1D CNN,0.46,0.06676725763862694,0.9867175572519084,0.44866920152091255,0.05348481489053536,0.02073478397981709
1D CNN,0.47000000000000003,0.06167483968313844,0.9878473282442748,0.4510344827586207,0.04952216792741315,0.019052875013139913
1D CNN,0.48000000000000004,0.057714070162202945,0.9890687022900764,0.4608433734939759,0.04678277245227935,0.01744980552927573
1D CNN,0.49,0.052433044134288946,0.9901374045801526,0.46256239600665555,0.0425704487144416,0.01579417639020288
1D CNN,0.5,0.04866088268577895,0.991236641221374,0.47339449541284406,0.039897523907153065,0.01432250604436035
1D CNN,0.51,0.04470011316484346,0.9921526717557252,0.4797570850202429,0.03685278492056865,0.012982234836539472
1D CNN,0.52,0.04073934364390796,0.9929770992366412,0.484304932735426,0.0337164428805492,0.011720803111531588
1D CNN,0.53,0.03734439834024896,0.9935267175572519,0.48292682926829267,0.0308711158975008,0.010774729317775676
1D CNN,0.54,0.035269709543568464,0.9939847328244275,0.4869791666666667,0.029254442367995903,0.010091453800063072
1D CNN,0.55,0.033572236891738966,0.9947175572519084,0.5071225071225072,0.028289794143647295,0.009224219489120151
1D CNN,0.56,0.02961146737080347,0.995175572519084,0.4984126984126984,0.024787039889887508,0.008278145695364239
1D CNN,0.5700000000000001,0.026782346284420975,0.9956946564885496,0.5017667844522968,0.0224770027729706,0.007437191212025649
1D CNN,0.5800000000000001,0.024141833270463976,0.9961526717557252,0.5039370078740157,0.020294505026189125,0.006675076211500053
1D CNN,0.59,0.022255752546208978,0.9965190839694656,0.5086206896551724,0.018774836515674576,0.006096920004204772
1D CNN,0.6,0.02055827989437948,0.996824427480916,0.5117370892018779,0.01738270737529546,0.005597603279722485
1D CNN,0.61,0.01886080724254998,0.9970992366412214,0.5128205128205128,0.015960043883771258,0.005124566382844528
1D CNN,0.62,0.016031686156167485,0.9974045801526717,0.5,0.013436266308839206,0.004467570692736256
1D CNN,0.63,0.014711429649188985,0.9976793893129771,0.5064935064935064,0.012390818962165984,0.004047093451066961
1D CNN,0.64,0.013391173142210487,0.9978931297709923,0.5071428571428571,0.011284302913202815,0.003679175864606328
1D CNN,0.65,0.01075066012825349,0.9981984732824427,0.49137931034482757,0.008949133410696142,0.003048460002102386
1D CNN,0.66,0.00980761976612599,0.9985648854961832,0.5252525252525253,0.008372505262309149,0.002601702932828761
1D CNN,0.67,0.00943040362127499,0.9987480916030534,0.5494505494505495,0.008178495224328453,0.0023914643119941135
1D CNN,0.68,0.0077329309694454925,0.9988702290076336,0.5256410256410257,0.006603159977079054,0.0020498265531378114
1D CNN,0.6900000000000001,0.007544322897019992,0.9990839694656488,0.5714285714285714,0.0066282923626688195,0.001839587932303164
1D CNN,0.7000000000000001,0.0067898906073179935,0.999236641221374,0.5901639344262295,0.006026531828692061,0.0016030694838641858
1D CNN,0.7100000000000001,0.005658242172764994,0.9994198473282443,0.6122448979591837,0.0050780895010091864,0.0012877115526122149
1D CNN,0.72,0.005281026027913994,0.9994809160305343,0.6222222222222222,0.004761942058448376,0.0011825922421948912
1D CNN,0.73,0.004715201810637495,0.9995725190839695,0.6410256410256411,0.00428772089460705,0.0010249132765689057
1D CNN,0.74,0.0035835533760844966,0.9996641221374046,0.6333333333333333,0.0032476755134891455,0.0007883948281299275
1D CNN,0.75,0.002263296869105998,0.9997251908396947,0.5714285714285714,0.001988487708800779,0.0005518763796909492
1D CNN,0.76,0.0015088645794039985,0.9998473282442748,0.6153846153846154,0.0013561928236787146,0.0003416377588563019
1D CNN,0.77,0.001131648434552999,0.9998473282442748,0.5454545454545454,0.0009789766788277365,0.00028907810364764007
1D CNN,0.78,0.0007544322897019992,0.9999083969465649,0.5714285714285714,0.0006628292362669264,0.0001839587932303164
1D CNN,0.79,0.0007544322897019992,0.9999389312977099,0.6666666666666666,0.0006933635874120103,0.0001576789656259855
1D CNN,0.8,0.0005658242172764995,0.9999389312977099,0.6,0.0005047555149864102,0.00013139913802165458
1D CNN,0.81,0.0005658242172764995,0.9999389312977099,0.6,0.0005047555149864102,0.00013139913802165458
1D CNN,0.8200000000000001,0.0003772161448509996,0.9999389312977099,0.5,0.0003161474425610322,0.00010511931041732366
1D CNN,0.8300000000000001,0.0003772161448509996,0.9999694656488549,0.6666666666666666,0.00034668179370589414,7.883948281299275e-05
1D CNN,0.8400000000000001,0.0003772161448509996,1.0,1.0,0.0003772161448509781,5.255965520866183e-05
1D CNN,0.85,0.0001886080724254998,1.0,1.0,0.00018860807242560007,2.6279827604330916e-05
1D CNN,0.86,0.0,1.0,,0.0,0.0
1D CNN,0.87,0.0,1.0,,0.0,0.0
1D CNN,0.88,0.0,1.0,,0.0,0.0
1D CNN,0.89,0.0,1.0,,0.0,0.0
1D CNN,0.9,0.0,1.0,,0.0,0.0
1D CNN,0.91,0.0,1.0,,0.0,0.0
1D CNN,0.92,0.0,1.0,,0.0,0.0
1D CNN,0.93,0.0,1.0,,0.0,0.0
1D CNN,0.9400000000000001,0.0,1.0,,0.0,0.0
1D CNN,0.9500000000000001,0.0,1.0,,0.0,0.0
1D CNN,0.9600000000000001,0.0,1.0,,0.0,0.0
1D CNN,0.97,0.0,1.0,,0.0,0.0
1D CNN,0.98,0.0,1.0,,0.0,0.0
1D CNN,0.99,0.0,1.0,,0.0,0.0
